column1;accent;age_range;gender;location;province;userid
1290;atlantico;range-20_29;masculino;15071;15;a83bd8ea-8de3-41b6-87df-e67bd773efd5
1291;normativo;range-40_49;masculino;15017;15;eed85c75-5259-4aab-996a-d5ee4fc20447
1292;normativo;range-30_39;femenino;15012;15;1688c9ca-64c3-41c3-a4e5-abc9f2c23df5
1293;not-shared;range-30_39;femenino;15059;15;2dd0199b-101f-4f3a-b047-b86814438d84
1294;oriental;range-30_39;femenino;32036;32;06f33673-dbe2-4719-bf55-1509397afa29
1295;central;less-19;femenino;15007;15;740f958a-36ef-42cf-8a19-693cfb76e63b
1296;normativo;range-30_39;femenino;36057;36;2205e228-2375-401f-ae86-09548627aea6
1297;not-shared;range-20_29;masculino;32054;32;d74d631d-6ea2-4419-be0c-4742e8451bea
1298;not-shared;range-30_39;femenino;15059;15;e1125662-ff1c-4069-8bd3-bddc6df2977e
1299;central;range-30_39;femenino;15021;15;054092e3-74f8-4848-86bc-c46c6910cfae
1300;not-shared;range-30_39;femenino;15059;15;8935e7ef-ba4e-4ed4-95bc-c63b1f79ec24
1301;not-shared;range-20_29;masculino;32054;32;4e45191b-d969-49e6-abd9-255cd1d66a04
1302;normativo;less-19;femenino;36038;36;3c07d91d-cf40-4d73-9f7b-74c978eeda20
1303;normativo;range-30_39;masculino;15078;15;a18a4e02-378c-424c-bdc9-738067864887
1304;atlantico;range-30_39;femenino;15052;15;1dfcc3d1-999f-4d24-9c2d-22f21558c3b1
1305;normativo;range-40_49;femenino;15036;15;e278436a-0f16-45a3-bfad-2c9aac5b63fc
1306;normativo;range-50_59;masculino;27028;27;e02eec9c-249d-40d6-b249-a5fad92a0744
1307;normativo;range-20_29;femenino;36045;36;79ea5cef-5ca4-49a2-a55c-6cfa3be3c5d4
1308;normativo;range-50_59;femenino;15030;15;a4f12d0f-826e-434c-8a4b-5ec541139cfa
1309;atlantico;range-60_69;masculino;15030;15;9259e5f8-77d4-4489-a95c-c1867dd18250
1310;central;range-50_59;femenino;15089;15;54d1cdd9-037e-4482-ac69-2729dcb07c7a
1311;normativo;less-19;masculino;other-location;other-location;6ee86335-e8f6-4931-a462-6f44d3c0fbff
1312;normativo;range-50_59;femenino;32036;32;0e541c4f-8935-46d9-8d86-60a76144a6a3
1313;not-shared;range-20_29;femenino;32024;32;6244b509-a543-4473-ac91-09a842df404a
1314;not-shared;range-40_49;masculino;15082;15;2db454ee-0a01-4842-a24e-403f98d72137
1315;normativo;range-20_29;femenino;36045;36;e142f98b-b19f-4c92-995b-34f58731eb06
1316;central;range-40_49;masculino;15082;15;b0c2e0f9-f6dd-4a41-bdc5-1a19e14a671f
1317;oriental;range-40_49;masculino;27006;27;3c20aed2-6db0-4dee-95c2-1927a133e3d4
1318;normativo;range-50_59;masculino;36057;36;cefb5aeb-f6f6-4535-b1d8-bea13f4c05ca
1319;oriental;range-30_39;femenino;27055;27;3b6ee5ad-32a0-4094-9272-be9aadfaca34
1320;not-shared;range-30_39;femenino;27022;27;898585df-2a4f-42e1-9aed-111350834cc5
1321;neofalante;range-40_49;femenino;32054;32;3ed7017e-e016-434d-8b36-1463022f8e99
1322;atlantico;range-40_49;femenino;36901;36;00c3458e-7af9-4056-a576-520fb1451deb
1323;central;range-40_49;masculino;15005;15;86265453-4e89-4868-aff4-aaed8c85f711
1324;normativo;range-40_49;masculino;15030;15;496605da-bd40-4e23-8f8b-9af19110dacf
1325;atlantico;range-20_29;femenino;36046;36;a32155ab-5e03-4b68-9776-9cdcc2b8c814
1326;central;range-30_39;masculino;15065;15;10d42bea-9042-440b-94b4-a3017029509a
1327;normativo;range-20_29;masculino;15030;15;76c0aae5-ec31-4080-a9db-fc4554594a2d
1328;atlantico;range-30_39;masculino;15093;15;e616cd64-90a6-424a-9f69-ee5b7dddf44a
1329;neofalante;range-40_49;femenino;36057;36;6524136f-13c2-46ef-8c3a-84283b022380
1330;oriental;range-30_39;masculino;27062;27;c78983ce-210a-47fb-a6e8-a228b90da446
1331;normativo;range-70_79;masculino;36057;36;1a758a4b-08be-4ed8-9fcd-340596b8cb79
1332;not-shared;less-19;femenino;36057;36;475c655d-5aa3-4568-8e8d-60f4a46278e6
1333;normativo;range-30_39;femenino;15023;15;278f1bfc-f27d-4ca7-834c-6f9742ad7047
1334;atlantico;less-19;femenino;36057;36;bd4e38fd-32ab-40fe-8941-ff8190cf408b
1335;normativo;less-19;masculino;15013;15;0b8ce443-e013-4779-aa93-c703b626cda8
1336;normativo;range-70_79;femenino;15030;15;4e7a87be-f8a2-4bf6-ba36-c5009d511041
1337;atlantico;range-40_49;masculino;36057;36;27bac7a4-6998-4e3f-b9fe-839238ecc6b8
1338;normativo;range-70_79;masculino;36061;36;d55142de-8cd5-4e54-a2d7-6d064f5a4062
1339;normativo;range-40_49;femenino;36027;36;70349ac2-248a-45b6-ab7b-135f4c295622
1340;normativo;range-30_39;femenino;27057;27;bc9b5ceb-99a7-4b0b-9b31-2cc394bff95a
1341;neofalante;range-20_29;femenino;36045;36;babc1156-21c0-4415-b3da-1b6dbcdc2d46
1342;normativo;range-50_59;femenino;15030;15;6493ceea-4b4c-4ddd-995c-115413c49a83
1343;neofalante;range-30_39;femenino;15030;15;c49c8a86-379d-4f65-b5a9-f8d575e7b3bb
1344;atlantico;range-40_49;masculino;36038;36;b694aa35-c22f-4497-99af-4cd0f34823b8
1345;oriental;range-40_49;masculino;27066;27;bb54dc9d-4cf3-45e3-9455-ded8f7377212
1346;not-shared;range-30_39;femenino;32013;32;1f708c91-985f-498f-b93a-989e81c372fe
1347;atlantico;range-20_29;femenino;15077;15;37bacc7d-6447-400e-965a-40214a628223
1348;normativo;range-60_69;femenino;15023;15;9d7e2d3d-c288-421f-8ecb-14936e155736
1349;normativo;range-40_49;masculino;15030;15;4c33f41b-f614-4d76-a0cc-adedbf4a6593
1350;neofalante;range-40_49;femenino;36021;36;fa78abf6-8d64-4082-a99a-fb4642c45823
1351;normativo;range-50_59;femenino;36057;36;7728f91f-6d88-4fa3-a1e8-7023f3876b77
1352;atlantico;range-20_29;femenino;15077;15;aa0e89a2-bc10-4b7b-ba19-7c34390aef56
1353;atlantico;range-40_49;femenino;15023;15;1a78903d-62ce-4b81-9470-522e668635f9
1354;not-shared;range-20_29;femenino;27066;27;d92aa008-19d5-48c6-8dab-e011b5f217b5
1355;not-shared;range-30_39;femenino;36035;36;b12969b7-8157-4eb9-a85c-de3501709f48
1356;normativo;not-shared;masculino;15030;15;182679ca-073b-42c7-92cb-0f703e40b4d5
1357;central;range-30_39;masculino;32019;32;99ee99d6-b48b-4a80-aee3-196694e34214
1358;atlantico;range-20_29;femenino;36057;36;48eb4ecb-e31c-4db9-8ee7-8214f16f9e2e
1359;atlantico;range-50_59;femenino;15011;15;835904cb-1b3a-4311-a93f-468daac2bf67
1360;atlantico;range-40_49;masculino;15057;15;aa76968e-8165-4cea-bffe-872e44efe6f0
1361;normativo;range-50_59;femenino;15030;15;e191700f-e613-4361-a7f7-b45fc6b87def
1362;oriental;range-40_49;masculino;27042;27;eb7a73a4-3554-430b-967a-b0c0a10b946d
1363;neofalante;range-30_39;femenino;36057;36;a12ec3f7-d28b-4538-b799-941dbee3ec1d
1364;atlantico;range-50_59;femenino;15011;15;beb42215-41c5-4cba-9153-927d6b53d0df
1365;not-shared;range-20_29;not-shared;not-shared;not-shared;32aa5b1b-81b9-4c88-adca-9694313173eb
1366;normativo;range-50_59;femenino;36057;36;3581031d-fdba-446a-9f12-bb4774e5df31
1367;normativo;range-30_39;masculino;27019;27;2b517c2b-67f7-4612-938d-82055ac22bf8
1368;normativo;less-19;masculino;15019;15;e9aa76e4-7457-4d3f-b0c1-7f48ccae5810
1369;normativo;range-50_59;femenino;15082;15;2f791142-5d8d-4dd2-9dd8-a887c4834144
1370;central;range-30_39;masculino;15059;15;241eb92a-5638-46ab-952a-ed6962209415
1371;neofalante;range-20_29;femenino;36029;36;c072f55a-0439-42f0-a9b0-1750705ed6b0
1372;normativo;range-30_39;femenino;32019;32;fd1984a3-8fb8-4ac6-81a8-1cb3174e0713
1373;atlantico;range-60_69;masculino;15058;15;9578883f-1045-4ea7-809d-1d9e01144b3e
1374;normativo;range-30_39;femenino;32019;32;d5affda1-a452-4849-a874-7eee8a5d65f2
1375;normativo;range-50_59;femenino;15023;15;14fe0fd8-0245-4f2f-9283-e22ee822a6d7
1376;not-shared;range-40_49;femenino;36041;36;aa558a01-8e0a-4c5b-8684-369b80e211d3
1377;normativo;range-40_49;masculino;15078;15;25883cfa-c69b-4e1d-8c86-87fff363835b
1378;not-shared;range-40_49;femenino;36009;36;7cefc600-42ce-45c8-911e-55aa0e20b421
1379;oriental;range-20_29;masculino;32009;32;5d4c9285-280c-4225-b8fe-735d71211d75
1380;atlantico;range-60_69;masculino;15058;15;36d2b233-3554-4545-8740-577df12caac2
1381;normativo;range-40_49;masculino;32056;32;eb412933-7350-4430-98a4-4a52f5b0573c
1382;neofalante;range-50_59;masculino;32084;32;234bb2a7-4f06-411d-bdad-fd8d265a78ed
1383;normativo;range-40_49;masculino;36057;36;3d9aade9-5311-4736-9a07-f9d7f20b65e0
1384;normativo;range-40_49;masculino;36057;36;157680ce-c4ef-4ac8-a958-f67dc5a215c9
1385;normativo;range-30_39;femenino;other-location;other-location;94e67562-79b6-49cf-9382-4f6b17a52e86
1386;not-shared;range-20_29;masculino;36017;36;7d72f6d9-e6f3-4aec-aeb8-1360891ebe71
1387;atlantico;range-60_69;masculino;15058;15;d1c790cd-58c8-4bd1-bcb0-d40ad9368838
1388;normativo;range-70_79;femenino;15030;15;5136b151-f09d-4e9b-934a-0718f8b531ee
1389;neofalante;range-40_49;masculino;36057;36;724f0a83-295d-45e9-9c7b-6ab514aeb41c
1390;atlantico;range-60_69;masculino;15058;15;7983db29-52c4-4769-99d4-a1484c62af14
1391;oriental;range-30_39;nobinario;32014;32;b54bacae-f902-4439-b4d2-d472325b188f
1392;not-shared;range-20_29;masculino;36017;36;bc1a1f92-ec9f-40ca-90a6-b242f7c65bd0
1393;oriental;range-40_49;femenino;27042;27;a7c00016-6131-4c03-9c94-099acf2bb9aa
1394;oriental;range-40_49;femenino;32015;32;2f1a8c49-c22e-4e8c-bfef-4bae8000dec6
1395;not-shared;range-20_29;femenino;36057;36;e9b48244-1105-4cb4-a41f-23850238aecb
1396;normativo;range-40_49;masculino;36057;36;0bf983d2-b638-4bbf-af0f-56e91820c7e4
1397;normativo;range-40_49;masculino;15078;15;8f1a623d-4951-4e72-b2d8-4631dbb8e8a8
1398;normativo;range-30_39;masculino;36057;36;f6c957f1-292d-4769-ac6b-ab65d12a9617
1399;neofalante;range-40_49;masculino;32075;32;56ab7b4f-86ef-402c-96d9-7c4e533b0b0e
1400;normativo;range-50_59;femenino;36021;36;2b5b7b27-5577-489b-b5ec-9a81aee3edf9
1401;normativo;range-50_59;femenino;36021;36;2ed36365-9bfa-47b0-a9f6-f998565bceb5
1402;atlantico;range-40_49;femenino;36061;36;5de83ba6-a847-4dc3-94f8-b6f5828947eb
1403;central;range-40_49;masculino;15019;15;43b25aa0-9a12-4da7-b634-4ab8fac657dd
1404;normativo;range-40_49;masculino;32056;32;e729e4df-b27b-4fed-9e4e-c841435d5810
1405;normativo;range-70_79;femenino;15030;15;ef191f29-65a1-4b0b-940c-66685379f96d
1406;normativo;range-40_49;femenino;36057;36;6f519f25-ebc4-42ec-bf7b-d22ef0633a09
1407;normativo;range-40_49;masculino;36057;36;1354f31e-2165-42b3-8fb9-788a2dc92181
1408;central;range-30_39;femenino;32054;32;4c8f70dc-eab0-4f41-a31e-e32ac42c118e
1409;oriental;range-40_49;femenino;27042;27;a70555a3-d052-4cd8-b089-c5db859c0ac7
1410;atlantico;range-40_49;femenino;36061;36;f8c5cccb-6bfd-4454-9bfa-b13972b5d298
1411;not-shared;range-60_69;masculino;27005;27;83a169b6-b1b2-4f11-8e62-09a0685a4d19
1412;not-shared;range-50_59;femenino;27016;27;3ae2ffcf-ef2f-439e-b612-aa7fd9af5435
1413;normativo;range-20_29;femenino;27028;27;6265dffb-3d4e-43cc-85f3-106922913383
1414;not-shared;range-40_49;femenino;36015;36;dc067ae6-c36a-4cbe-ac3c-720bc8ab06cf
1415;not-shared;range-60_69;masculino;15036;15;0c62c2b5-df7d-4123-8980-86cbac1b35c1
1416;not-shared;range-50_59;femenino;27016;27;f4069b7b-6487-49aa-90a2-22f5e990be41
1417;oriental;range-50_59;femenino;32009;32;f2d3871d-7877-4237-abd3-70c57027b8a0
1418;not-shared;less-19;masculino;36057;36;f928176e-6b7b-4e99-ac76-f035200a9e73
1419;normativo;range-50_59;masculino;36057;36;af5e054a-c451-4003-b3f2-fef61e5287fd
1420;normativo;range-60_69;femenino;15023;15;8f98c479-b58e-49e0-9856-db142780347e
1421;not-shared;range-20_29;femenino;15030;15;a345ea15-8fa8-4643-93b0-a1d42ab360ab
1422;normativo;range-40_49;masculino;36057;36;58cf988e-4ffd-4f7c-821e-4bd15f56b14d
1423;normativo;range-40_49;masculino;32056;32;2f2fae7c-72d8-4331-9769-d45f2b53ddb5
1424;normativo;range-60_69;femenino;15023;15;4100744a-f030-4620-a14d-5bc4ca67745d
1425;normativo;range-50_59;masculino;27016;27;b4b52eda-e8eb-44e4-a2cd-937f01991dba
1426;atlantico;range-40_49;femenino;36057;36;efdcba39-bf1f-43c4-879e-6d27845b9463
1427;central;range-50_59;femenino;15031;15;10c0b63b-f532-4d40-a68d-0cb15fec83bc
1428;not-shared;range-20_29;femenino;15036;15;7884c8c3-62eb-486c-81bc-98a059e46307
1429;central;range-60_69;masculino;32032;32;669b50cb-61e1-40d9-9e2e-0238a1d0e6a0
1430;not-shared;range-30_39;femenino;15023;15;ce06a93c-6bf6-4724-9208-60fb666321e2
1431;not-shared;range-20_29;femenino;15036;15;9b39ce55-960c-444f-b8b6-3ed787c97888
1432;normativo;range-40_49;femenino;36057;36;d537ebcb-8ec6-4662-bb37-905db1e11ffd
1433;neofalante;range-70_79;masculino;36057;36;71a8bdc4-0be3-403f-bdc6-0bb5920b2be0
1434;not-shared;range-20_29;masculino;36042;36;1aa34ca0-5364-4eaa-a746-67a274f20d8a
1435;normativo;range-20_29;femenino;36057;36;01f0de78-981b-4416-b325-bfec3110d103
1436;atlantico;range-40_49;femenino;15020;15;79d8ace6-d1c5-42f5-8050-7fa4ab13e445
1437;normativo;range-40_49;femenino;15078;15;ea90e47a-c16a-453b-a616-cc1abae6c831
1438;oriental;range-40_49;masculino;32050;32;b439f2b5-f5c4-458f-bc2a-7021cba98007
1439;atlantico;range-50_59;femenino;15007;15;551aeb86-a6b3-4257-bc42-094b85a04a7a
1440;oriental;range-60_69;femenino;27005;27;662b0f06-a97b-461c-a411-7fd214b115da
1441;oriental;range-40_49;femenino;32019;32;da68e654-51c2-4cc3-a4d6-959143534512
1442;normativo;range-30_39;femenino;27055;27;2f07d3e6-9a32-4013-b6c0-67d54872b47a
1443;atlantico;range-40_49;masculino;36057;36;e93b5080-54fe-423d-9e5f-db7d1e777666
1444;central;range-50_59;femenino;15031;15;8dbd50f9-5c8a-4bc0-8ba9-41c890586a12
1445;normativo;range-50_59;masculino;36057;36;0b01ac49-9bb7-4748-a8f4-aae9a513e7ea
1446;normativo;range-40_49;femenino;36057;36;d91d7fb2-c530-4ecb-b521-26793055557e
1447;normativo;range-30_39;masculino;36057;36;9a75fdde-698d-42f1-b1a5-8d7b2fa34804
1448;central;range-50_59;femenino;32022;32;d057a5c0-87fb-4268-9a60-a7c946ea7c87
1449;not-shared;range-40_49;femenino;36057;36;0ff5dfe5-9138-43e4-b0e2-a75d13f56b06
1450;atlantico;range-30_39;masculino;36005;36;5b9010a3-913f-4672-894d-8a7792b07e96
1451;normativo;range-50_59;femenino;15030;15;d51f9a51-5b29-4eb8-967f-2c89dac21202
1452;atlantico;range-30_39;masculino;15020;15;97c596cf-c5fc-4df3-b6c3-148ef9845e21
1453;atlantico;range-40_49;masculino;15078;15;e62c3bbe-5d0d-401b-bf7c-34090c03c131
1454;normativo;range-60_69;masculino;36057;36;d506bdac-0483-44d1-a87f-6f3daaf207ee
1455;neofalante;range-50_59;masculino;15078;15;83bcf1fb-f24b-46e6-badb-bd70b11fe027
1456;neofalante;range-40_49;femenino;36057;36;523589de-b8f0-4f15-9c9b-52a813cc309e
1457;not-shared;range-20_29;femenino;other-location;other-location;b76586b0-ef9f-4640-8a67-84d2974c9e95
1458;normativo;range-20_29;masculino;36055;36;af13b2f9-a268-4d2d-ab73-ea04adf39c91
1459;normativo;range-60_69;femenino;27031;27;54eb421d-d9c0-440d-9cda-dc22988e0d83
1460;normativo;range-40_49;femenino;36057;36;ddc77a8a-057e-4e5a-8537-44ac65ab282b
1461;not-shared;range-30_39;femenino;36038;36;899e1a4f-36db-4f63-809f-aa76e1b1de50
1462;normativo;range-20_29;masculino;36055;36;154cf8f7-d8e0-48ac-800e-7011ea3e67a8
1463;central;range-20_29;femenino;15043;15;b07e0df8-fee9-48d9-b874-57ac2a689476
1464;normativo;range-20_29;masculino;36045;36;76611deb-cd55-4fae-b18c-8218cc94403f
1465;atlantico;range-60_69;masculino;15058;15;6b79a6af-80b9-4cc4-8891-0aa3fe85bd11
1466;atlantico;range-40_49;femenino;36022;36;ecb3d95e-9494-4e85-ae96-361d6c34e402
1467;neofalante;range-70_79;femenino;15030;15;c83838b6-1471-45dd-b1ce-d79f71a8b991
1468;neofalante;range-40_49;femenino;15078;15;bc1b94a7-3a29-4307-9c0f-7756ee4a8eee
1469;central;range-20_29;femenino;15043;15;dbbe8962-c431-4520-b833-c064ccd774b6
1470;oriental;range-50_59;femenino;27061;27;7fe01120-d893-41c7-ba75-3ff04160760f
1471;neofalante;range-20_29;femenino;other-location;other-location;3050505c-4f58-4fd8-aaea-9a31a36ca617
1472;normativo;range-60_69;masculino;27027;27;3c611052-68e3-4a16-939a-69f0dd2ab7fb
1473;neofalante;range-20_29;femenino;15078;15;8702c9c1-112c-4e54-9f81-19739c49f2ce
1474;neofalante;range-20_29;femenino;other-location;other-location;3771e620-fca3-4492-968a-a25799fb1da6
1475;not-shared;range-20_29;femenino;15019;15;4697caab-5aae-4906-9e11-f52ce1140aef
1476;central;range-40_49;femenino;32020;32;9e8ffbc4-894b-4521-b2f5-6223be12987a
1477;neofalante;range-20_29;femenino;other-location;other-location;e6626318-8f1c-45c9-aacd-956a54239184
1478;central;range-40_49;masculino;32045;32;8771c24c-6a3e-466c-baa1-994bf677bf7b
1479;neofalante;range-60_69;femenino;15078;15;3eeabf4e-c193-40b2-b81e-6c14a2e2dfcd
1480;central;range-50_59;femenino;36030;36;4ea367cd-7d88-4764-abc4-8a2e553ba0dc
1481;atlantico;range-60_69;masculino;15058;15;9e347344-79af-4147-be45-6652eb43beae
1482;normativo;range-60_69;masculino;15078;15;afe0ee1e-8e7b-4230-9734-830e559088a9
1483;neofalante;range-40_49;femenino;15030;15;2887fbfb-4aea-40ee-bd73-7948aa04cc97
1484;central;range-50_59;femenino;36026;36;e30de82a-80cd-4095-a654-945e04a3e7ef
1485;atlantico;range-30_39;masculino;15011;15;1b87d2c0-dd01-4388-9452-3dc536ae666b
1486;normativo;range-20_29;masculino;15011;15;95cedebf-ffc7-4354-a544-192e17d099dd
1487;central;range-50_59;femenino;15089;15;116af322-4516-4ac4-85f3-d06dce7b9f5b
1488;normativo;range-50_59;femenino;36024;36;39623297-5f18-4838-bcea-bc6697ecd63c
1489;neofalante;range-40_49;femenino;15030;15;10b1d811-b971-427d-96ea-cea9faa1903f
1490;neofalante;less-19;masculino;36057;36;8a4513fe-e8bb-4455-b7cf-e667738295f9
1491;normativo;less-19;femenino;15058;15;7ca8e920-62fe-48f5-a967-6c43a8878e4d
1492;oriental;range-60_69;femenino;27005;27;3befe37e-3d13-4dec-abe9-089d2cacf5fe
1493;atlantico;range-60_69;masculino;15058;15;eb149749-aa64-44a4-910a-6ff988498919
1494;neofalante;range-30_39;femenino;36017;36;667fcc8a-90a0-4c09-965b-0cdf6e0db63a
1495;not-shared;range-50_59;femenino;27005;27;d6cb63f3-a934-4aca-9e84-865af78aeb27
1496;normativo;range-40_49;femenino;other-location;other-location;e23719c2-cf9c-43a3-b979-aded28a9a453
1497;normativo;range-60_69;masculino;36059;36;fb79ad67-0b63-4f0b-b7b0-81640e118e39
1498;atlantico;range-50_59;femenino;15071;15;597e7b4f-8589-461a-8116-1d44f7e154d2
1499;oriental;range-50_59;masculino;32082;32;848effa2-477f-4b80-9da1-8be453f9b48e
1500;neofalante;range-40_49;masculino;15022;15;1b12c641-a359-48f5-b249-2e3dde84c527
1501;central;range-30_39;femenino;36042;36;e3a07c6c-e081-4eda-b596-661a93e17c06
1502;normativo;range-40_49;femenino;36052;36;d2c6760a-5a4e-4783-9b05-391592955354
1503;atlantico;range-40_49;femenino;15065;15;f175cc32-d7b4-4501-8ad9-b7fc6b41babd
1504;atlantico;range-40_49;femenino;15065;15;df619b77-1963-4a43-9714-ab9e6a31ff93
1505;atlantico;range-50_59;femenino;15011;15;050773bb-2268-4ff6-9245-5b76e4dc4dd1
1506;neofalante;range-40_49;masculino;15022;15;891f475b-9c28-4a73-95bb-14879d758a6f
1507;neofalante;range-40_49;masculino;15022;15;ee878dc2-d421-49eb-af38-2a98cba85a45
1508;atlantico;range-40_49;masculino;15069;15;3f6c4e19-8765-4f25-9ece-c14db7e8c41e
1509;neofalante;range-40_49;masculino;other-location;other-location;d8ef18da-a884-4a08-b7ef-190358cddf03
1510;central;range-20_29;masculino;15059;15;63f84f53-42a8-4992-8397-d1e22c22fc79
1511;central;range-40_49;masculino;36039;36;7e3177ce-ca60-498e-8a47-4000917ca635
1512;not-shared;range-30_39;femenino;36057;36;fd746ca1-844f-4e7c-a9cd-d1cc53c0bbe2
1513;central;range-20_29;masculino;15059;15;c5e34bdf-969e-4698-aace-cac59c3984af
1514;oriental;range-60_69;masculino;27019;27;e3125f26-dc64-4825-99c0-6c00ffa05c00
1515;central;range-20_29;masculino;15059;15;15c3beb5-8012-4de9-b56d-d919993501f5
1516;normativo;range-60_69;femenino;32090;32;c06f7bf3-33a9-4711-8176-ed555aec8093
1517;normativo;range-30_39;masculino;36023;36;f7227931-794f-48de-bcf4-97bbc1284b19
1518;not-shared;range-60_69;masculino;27019;27;3bbe7a93-303f-4a9b-9246-e72d8347ad7c
1519;not-shared;range-60_69;femenino;36060;36;e4dfa256-6c46-4e4c-80fd-64166285e26c
1520;normativo;range-50_59;masculino;36045;36;7d82df85-7e54-49da-9b59-f727933577ab
1521;neofalante;range-40_49;masculino;other-location;other-location;217fdc88-2594-449e-891b-60b0ee91c4f7
1522;atlantico;range-30_39;femenino;15020;15;ba46d057-b618-4bf9-b401-7fa2bebe1935
1523;central;range-40_49;femenino;32002;32;f2b39646-38c9-4459-a39a-2fbe01a98621
1524;atlantico;range-30_39;femenino;15065;15;980a4271-d5a6-4778-9a7a-1a0954fcd12b
1525;atlantico;range-30_39;femenino;15020;15;2a56a2b6-270b-47a0-9b0b-a74b279bf281
1526;neofalante;range-20_29;masculino;36042;36;5a0c2502-1148-4238-9c90-7668bbd8a1a8
1527;not-shared;range-50_59;masculino;15030;15;3a8bef6a-549b-4605-9b49-075de803501a
1528;atlantico;range-40_49;femenino;36056;36;f0cb2a1d-c94d-4b70-98d8-08a1301ec850
1529;normativo;range-20_29;femenino;15078;15;8afa4fe3-91c6-43e9-bdb7-e733acbd11dd
1530;normativo;range-40_49;femenino;15078;15;48d5c9ac-e1ab-4b6d-b22c-36c2852bd582
1531;atlantico;range-30_39;femenino;15020;15;53368d3e-2944-485d-92f9-c661c32668f6
1532;normativo;range-40_49;femenino;36057;36;4e9bbcf8-67cc-4ec4-823e-aa512a2ca9f8
1533;normativo;range-20_29;masculino;15013;15;af797adb-ef7a-46e6-8aae-8d1fd5622474
1534;atlantico;range-50_59;masculino;15023;15;94e42245-80ae-4725-bbb7-d4bda12f092c
1535;neofalante;less-19;not-shared;not-shared;not-shared;99966b49-c2be-49a1-90e9-e3920f5e5561
1536;atlantico;range-30_39;femenino;15020;15;527bbccc-cd6a-4bba-832a-ea39648fc479
1537;atlantico;range-50_59;masculino;15073;15;a80a21c9-d3f5-4507-a83b-4952a055565b
1538;normativo;range-30_39;masculino;36023;36;423aaa10-39ce-4339-b047-a1e93b4b965a
1539;normativo;range-40_49;femenino;15078;15;b812f961-1141-49df-94d3-05311b393d9e
1540;oriental;range-60_69;femenino;36057;36;7067cc90-6bea-45cb-9be6-94c15015dadd
1541;atlantico;range-50_59;femenino;15074;15;f7f331c6-75ce-4558-8448-20659c4871ca
1542;neofalante;range-40_49;masculino;36057;36;0a0c1ef7-0ec3-40e8-824e-9c8457df436a
1543;normativo;range-50_59;masculino;36057;36;46999551-a227-4aa5-bee3-3263739b483f
1544;oriental;range-40_49;femenino;27018;27;a678f555-d1c6-4312-9a66-b9b39b073a20
